GAME_DATE_EST,GAME_ID,HOME_TEAM,VISITOR_TEAM,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
12/06/2010,21000305,Chicago Bulls,Oklahoma City Thunder,2010,99,0.483,0.588,0.455,25,52,90,0.354,0.903,0.211,13,39,1
12/06/2010,21000306,Milwaukee Bucks,Miami Heat,2010,78,0.346,0.8,0.267,17,35,88,0.486,0.722,0.625,20,48,0
12/06/2010,21000307,Utah Jazz,Memphis Grizzlies,2010,94,0.42,0.9,0.364,18,38,85,0.418,0.783,0.091,15,43,1
12/06/2010,21000308,Los Angeles Clippers,Sacramento Kings,2010,98,0.444,0.826,0.389,23,43,91,0.365,0.813,0.188,15,45,1
12/05/2010,21000294,Brooklyn Nets,Boston Celtics,2010,75,0.375,0.667,0.333,16,36,100,0.506,0.655,0.2,24,49,0
12/05/2010,21000295,Toronto Raptors,New York Knicks,2010,99,0.46,0.5,0.421,22,47,116,0.489,0.857,0.444,22,42,0
12/05/2010,21000296,Detroit Pistons,Cleveland Cavaliers,2010,102,0.469,0.81,0.45,23,44,92,0.417,0.727,0.3,25,38,1
12/05/2010,21000297,Oklahoma City Thunder,Golden State Warriors,2010,114,0.435,0.925,0.25,25,47,109,0.452,0.857,0.35,20,44,1
12/05/2010,21000298,San Antonio Spurs,New Orleans Pelicans,2010,109,0.586,0.696,0.5,29,38,84,0.44,0.789,0.375,22,30,1
12/05/2010,21000299,Denver Nuggets,Memphis Grizzlies,2010,108,0.453,0.758,0.25,23,42,107,0.523,0.647,0.4,23,37,1
12/05/2010,21000300,Phoenix Suns,Washington Wizards,2010,125,0.58,0.657,0.381,30,43,108,0.506,0.8,0.333,23,37,1
12/05/2010,21000301,Portland Trail Blazers,Los Angeles Clippers,2010,100,0.397,0.861,0.538,16,47,91,0.408,0.605,0.28,16,40,1
12/04/2010,21000288,Miami Heat,Atlanta Hawks,2010,89,0.472,0.783,0.375,15,43,77,0.4,0.667,0.294,16,38,1
12/04/2010,21000289,Philadelphia 76ers,Charlotte Hornets,2010,109,0.519,0.842,0.524,23,38,91,0.429,0.769,0.333,16,37,1
12/04/2010,21000290,Chicago Bulls,Houston Rockets,2010,119,0.5,0.708,0.421,24,49,116,0.449,0.75,0.391,24,37,1
12/04/2010,21000291,Minnesota Timberwolves,Cleveland Cavaliers,2010,129,0.593,0.833,0.692,30,46,95,0.386,0.88,0.238,21,29,1
12/04/2010,21000292,Milwaukee Bucks,Orlando Magic,2010,96,0.468,0.535,0.125,13,54,85,0.415,0.688,0.273,11,38,1
12/04/2010,21000293,Sacramento Kings,Dallas Mavericks,2010,103,0.482,0.75,0.579,24,37,105,0.5,0.828,0.294,23,36,0
12/03/2010,21000275,Charlotte Hornets,Brooklyn Nets,2010,91,0.36,0.688,0.467,21,62,84,0.319,0.84,0.2,17,48,1
12/03/2010,21000276,Toronto Raptors,Oklahoma City Thunder,2010,111,0.549,0.75,0.2,29,42,99,0.437,0.842,0.389,22,34,1
12/03/2010,21000277,Washington Wizards,Portland Trail Blazers,2010,83,0.417,0.808,0.167,15,43,79,0.333,0.917,0.286,19,51,1
12/03/2010,21000278,Atlanta Hawks,Philadelphia 76ers,2010,93,0.418,0.821,0.333,25,44,88,0.434,0.684,0.25,26,48,1
12/03/2010,21000279,Detroit Pistons,Orlando Magic,2010,91,0.486,0.737,0.5,24,22,104,0.597,0.733,0.318,24,35,0
12/03/2010,21000280,Boston Celtics,Chicago Bulls,2010,104,0.531,0.773,0.111,29,44,92,0.419,0.735,0.385,18,34,1
12/03/2010,21000281,Memphis Grizzlies,Houston Rockets,2010,111,0.519,0.848,0.25,18,28,127,0.595,0.885,0.696,26,32,0
12/03/2010,21000282,New Orleans Pelicans,New York Knicks,2010,92,0.429,0.767,0.214,18,47,100,0.47,0.75,0.433,27,39,0
12/03/2010,21000283,San Antonio Spurs,Minnesota Timberwolves,2010,107,0.453,0.892,0.261,23,37,101,0.415,0.8,0.25,18,59,1
12/03/2010,21000284,Denver Nuggets,Los Angeles Clippers,2010,109,0.403,0.763,0.417,17,42,104,0.433,0.69,0.3,25,46,1
12/03/2010,21000285,Phoenix Suns,Indiana Pacers,2010,105,0.449,0.727,0.5,25,34,97,0.468,0.75,0.423,24,44,1
12/03/2010,21000286,Utah Jazz,Dallas Mavericks,2010,81,0.392,0.667,0.214,20,43,93,0.526,0.636,0.316,25,37,0
12/03/2010,21000287,Los Angeles Lakers,Sacramento Kings,2010,113,0.566,0.727,0.214,27,39,80,0.403,0.591,0.313,15,40,1
12/02/2010,21000273,Cleveland Cavaliers,Miami Heat,2010,90,0.355,0.784,0.368,21,35,118,0.566,0.667,0.417,30,43,0
12/02/2010,21000274,Golden State Warriors,Phoenix Suns,2010,101,0.5,0.588,0.5,27,31,107,0.548,0.955,0.333,25,37,0
12/01/2010,21000261,Atlanta Hawks,Memphis Grizzlies,2010,112,0.532,0.808,0.583,33,28,109,0.524,0.75,0.3,24,40,1
12/01/2010,21000262,Brooklyn Nets,Oklahoma City Thunder,2010,120,0.462,0.813,0.5,17,45,123,0.426,0.78,0.417,19,50,0
12/01/2010,21000263,Toronto Raptors,Washington Wizards,2010,127,0.58,0.704,0.545,28,52,108,0.458,0.707,0.333,22,30,1
12/01/2010,21000264,Boston Celtics,Portland Trail Blazers,2010,99,0.571,0.808,0.429,23,30,95,0.459,0.87,0.412,19,28,1
12/01/2010,21000265,Miami Heat,Detroit Pistons,2010,97,0.513,0.619,0.5,23,45,72,0.368,0.579,0.263,11,39,1
12/01/2010,21000266,Chicago Bulls,Orlando Magic,2010,78,0.423,0.667,0.364,21,21,107,0.487,0.958,0.476,15,44,0
12/01/2010,21000267,New Orleans Pelicans,Charlotte Hornets,2010,89,0.468,0.647,0.333,25,42,73,0.408,0.632,0.273,15,38,1
12/01/2010,21000268,Dallas Mavericks,Minnesota Timberwolves,2010,100,0.414,0.783,0.417,21,50,86,0.39,0.783,0.286,14,46,1
12/01/2010,21000269,Houston Rockets,Los Angeles Lakers,2010,109,0.506,0.905,0.455,27,37,99,0.451,0.87,0.313,20,40,1
12/01/2010,21000270,Denver Nuggets,Milwaukee Bucks,2010,105,0.453,0.756,0.286,19,45,94,0.4,0.719,0.318,22,37,1
12/01/2010,21000271,Utah Jazz,Indiana Pacers,2010,110,0.459,0.8,0.32,29,46,88,0.455,0.76,0.375,19,32,1
12/01/2010,21000272,Los Angeles Clippers,San Antonio Spurs,2010,90,0.493,0.5,0.318,24,50,85,0.356,0.706,0.3,21,43,1
11/30/2010,21000254,Cleveland Cavaliers,Boston Celtics,2010,87,0.39,0.75,0.333,19,45,106,0.506,0.565,0.385,29,49,0
11/30/2010,21000255,Orlando Magic,Detroit Pistons,2010,90,0.466,0.667,0.417,20,41,79,0.427,0.917,0.25,22,36,1
11/30/2010,21000256,Philadelphia 76ers,Portland Trail Blazers,2010,88,0.47,0.769,0.429,22,40,79,0.37,0.824,0.278,19,45,1
11/30/2010,21000257,New York Knicks,Brooklyn Nets,2010,111,0.513,0.862,0.211,21,42,100,0.463,0.773,0.5,17,37,1
11/30/2010,21000258,Memphis Grizzlies,Los Angeles Lakers,2010,98,0.488,0.75,0.667,16,29,96,0.436,0.84,0.318,16,42,1
11/30/2010,21000259,Sacramento Kings,Indiana Pacers,2010,98,0.443,0.652,0.25,17,47,107,0.456,0.853,0.316,22,41,0
11/30/2010,21000260,Golden State Warriors,San Antonio Spurs,2010,98,0.471,0.611,0.278,20,44,118,0.462,0.871,0.333,31,50,0
11/29/2010,21000250,Miami Heat,Washington Wizards,2010,105,0.459,0.786,0.333,15,45,94,0.417,0.724,0.176,14,39,1
11/29/2010,21000251,Oklahoma City Thunder,New Orleans Pelicans,2010,95,0.378,0.897,0.35,17,56,89,0.439,0.647,0.429,21,36,1
11/29/2010,21000252,Dallas Mavericks,Houston Rockets,2010,101,0.494,0.895,0.375,23,47,91,0.358,0.857,0.391,22,39,1
11/29/2010,21000253,Utah Jazz,Milwaukee Bucks,2010,109,0.548,0.857,0.294,28,48,88,0.347,0.765,0.435,16,26,1
11/28/2010,21000242,Toronto Raptors,Atlanta Hawks,2010,78,0.4,0.81,0.083,15,41,96,0.468,0.7,0.444,24,44,0
11/28/2010,21000243,Detroit Pistons,New York Knicks,2010,116,0.457,0.964,0.385,25,41,125,0.466,0.824,0.395,31,48,0
11/28/2010,21000244,New Orleans Pelicans,San Antonio Spurs,2010,95,0.5,0.75,0.455,17,34,109,0.488,0.8,0.36,25,42,0
11/28/2010,21000245,Los Angeles Clippers,Utah Jazz,2010,97,0.458,0.767,0.421,24,39,109,0.586,0.76,0.381,34,28,0
11/28/2010,21000246,Brooklyn Nets,Portland Trail Blazers,2010,98,0.525,0.829,0.5,22,33,96,0.423,0.767,0.538,19,36,1
11/28/2010,21000247,Houston Rockets,Oklahoma City Thunder,2010,99,0.452,0.65,0.588,26,44,98,0.494,0.652,0.417,19,36,1
11/28/2010,21000248,Denver Nuggets,Phoenix Suns,2010,138,0.518,0.692,0.533,28,49,133,0.51,0.667,0.406,34,42,1
11/28/2010,21000249,Los Angeles Lakers,Indiana Pacers,2010,92,0.386,0.81,0.304,21,45,95,0.432,0.789,0.174,26,48,0
11/27/2010,21000234,New York Knicks,Atlanta Hawks,2010,90,0.473,0.842,0.267,15,44,99,0.438,0.786,0.385,22,44,0
11/27/2010,21000235,Washington Wizards,Orlando Magic,2010,99,0.45,0.741,0.438,18,47,100,0.462,0.741,0.381,19,38,0
11/27/2010,21000236,Cleveland Cavaliers,Memphis Grizzlies,2010,92,0.422,0.636,0.348,21,46,86,0.424,0.727,0.429,21,42,1
11/27/2010,21000237,Philadelphia 76ers,Brooklyn Nets,2010,102,0.512,0.611,0.385,29,45,86,0.407,0.85,0.333,18,39,1
11/27/2010,21000238,Minnesota Timberwolves,Golden State Warriors,2010,94,0.395,0.806,0.278,19,55,104,0.506,0.706,0.667,26,32,0
11/27/2010,21000239,Dallas Mavericks,Miami Heat,2010,106,0.46,0.864,0.412,25,46,95,0.413,0.8,0.333,17,43,1
11/27/2010,21000240,Milwaukee Bucks,Charlotte Hornets,2010,104,0.458,0.824,0.385,25,32,101,0.478,0.854,0.125,17,37,1
11/27/2010,21000241,Sacramento Kings,Chicago Bulls,2010,85,0.407,0.824,0.357,21,43,96,0.429,0.818,0.273,23,44,0
11/26/2010,21000222,Charlotte Hornets,Houston Rockets,2010,99,0.459,0.75,0.353,26,46,89,0.418,0.609,0.321,25,42,1
11/26/2010,21000223,Orlando Magic,Cleveland Cavaliers,2010,111,0.556,0.607,0.452,26,33,100,0.471,0.6,0.381,25,39,1
11/26/2010,21000224,Boston Celtics,Toronto Raptors,2010,110,0.539,0.8,0.308,33,35,101,0.451,0.69,0.467,26,44,1
11/26/2010,21000225,Detroit Pistons,Milwaukee Bucks,2010,103,0.562,0.824,0.5,28,36,89,0.386,0.731,0.143,18,46,1
11/26/2010,21000226,Miami Heat,Philadelphia 76ers,2010,99,0.449,0.793,0.375,19,39,90,0.473,0.571,0.4,23,40,1
11/26/2010,21000227,Indiana Pacers,Oklahoma City Thunder,2010,106,0.44,0.75,0.348,22,49,110,0.389,0.878,0.211,14,57,0
11/26/2010,21000228,San Antonio Spurs,Dallas Mavericks,2010,94,0.449,0.926,0.368,13,36,103,0.527,0.645,0.313,28,39,0
11/26/2010,21000229,Denver Nuggets,Chicago Bulls,2010,98,0.468,0.8,0.333,23,41,97,0.398,0.771,0.2,14,42,1
11/26/2010,21000230,Phoenix Suns,Los Angeles Clippers,2010,116,0.476,0.788,0.48,26,37,108,0.506,0.684,0.458,20,39,1
11/26/2010,21000231,Utah Jazz,Los Angeles Lakers,2010,102,0.494,0.895,0.412,24,42,96,0.418,0.839,0.267,14,38,1
11/26/2010,21000232,Memphis Grizzlies,Golden State Warriors,2010,116,0.525,0.828,0.533,24,33,111,0.488,0.87,0.45,28,44,1
11/26/2010,21000233,Portland Trail Blazers,New Orleans Pelicans,2010,78,0.395,0.857,0.333,22,27,97,0.515,0.7,0.571,21,48,0
11/25/2010,21000220,Atlanta Hawks,Washington Wizards,2010,116,0.477,0.926,0.389,23,49,96,0.386,0.923,0.235,18,38,1
11/25/2010,21000221,Los Angeles Clippers,Sacramento Kings,2010,100,0.507,0.778,0.154,19,45,82,0.408,0.625,0.364,21,35,1
11/24/2010,21000209,Charlotte Hornets,New York Knicks,2010,95,0.448,0.714,0.167,24,47,99,0.48,0.75,0.48,22,38,0
11/24/2010,21000210,Cleveland Cavaliers,Milwaukee Bucks,2010,83,0.421,0.684,0.286,20,40,81,0.378,0.636,0.357,18,45,1
11/24/2010,21000211,Toronto Raptors,Philadelphia 76ers,2010,106,0.481,0.778,0.429,24,41,90,0.432,0.842,0.333,17,39,1
11/24/2010,21000212,Boston Celtics,Brooklyn Nets,2010,89,0.449,0.609,0.417,25,33,83,0.463,0.773,0.286,15,42,1
11/24/2010,21000213,Orlando Magic,Miami Heat,2010,104,0.514,0.667,0.316,24,42,95,0.415,0.793,0.222,19,38,1
11/24/2010,21000214,Memphis Grizzlies,Detroit Pistons,2010,105,0.523,0.765,0.2,18,43,84,0.4,0.85,0.3,11,41,1
11/24/2010,21000215,Minnesota Timberwolves,San Antonio Spurs,2010,109,0.472,0.75,0.5,21,53,113,0.398,0.806,0.313,18,45,0
11/24/2010,21000216,Oklahoma City Thunder,Dallas Mavericks,2010,103,0.482,0.739,0.4,27,36,111,0.444,0.882,0.333,23,49,0
11/24/2010,21000217,Houston Rockets,Golden State Warriors,2010,111,0.484,0.765,0.5,26,43,101,0.467,0.667,0.263,14,38,1
11/24/2010,21000218,Phoenix Suns,Chicago Bulls,2010,115,0.426,0.733,0.292,28,49,123,0.481,0.63,0.316,25,57,0
11/24/2010,21000219,Utah Jazz,New Orleans Pelicans,2010,105,0.488,1,0.429,27,38,87,0.42,0.781,0.211,13,36,1
11/23/2010,21000203,Indiana Pacers,Cleveland Cavaliers,2010,100,0.438,0.857,0.444,21,44,89,0.422,0.727,0.429,15,47,1
11/23/2010,21000204,Brooklyn Nets,Atlanta Hawks,2010,107,0.475,0.758,0.316,23,44,101,0.461,0.769,0.6,26,45,1
11/23/2010,21000205,Washington Wizards,Philadelphia 76ers,2010,116,0.439,0.769,0.435,25,45,114,0.462,0.71,0.462,29,48,1
11/23/2010,21000206,New York Knicks,Charlotte Hornets,2010,110,0.521,0.96,0.4,18,31,107,0.489,0.722,0.4,19,42,1
11/23/2010,21000207,Dallas Mavericks,Detroit Pistons,2010,88,0.385,0.815,0.3,21,42,84,0.425,0.731,0.375,11,46,1
11/23/2010,21000208,Los Angeles Lakers,Chicago Bulls,2010,98,0.395,0.889,0.4,19,38,91,0.395,0.731,0.2,20,46,1
11/22/2010,21000195,Atlanta Hawks,Boston Celtics,2010,76,0.346,0.824,0.375,21,30,99,0.533,0.778,0.455,26,50,0
11/22/2010,21000196,Miami Heat,Indiana Pacers,2010,77,0.387,0.658,0.2,16,39,93,0.411,0.846,0.348,26,48,0
11/22/2010,21000197,Oklahoma City Thunder,Minnesota Timberwolves,2010,117,0.548,0.8,0.385,29,38,107,0.5,0.688,0.471,22,39,1
11/22/2010,21000198,Houston Rockets,Phoenix Suns,2010,116,0.49,0.8,0.231,31,51,123,0.538,0.842,0.538,21,33,0
11/22/2010,21000199,San Antonio Spurs,Orlando Magic,2010,106,0.494,0.783,0.632,25,31,97,0.488,0.714,0.5,19,40,1
11/22/2010,21000200,Utah Jazz,Sacramento Kings,2010,94,0.447,0.697,0.333,20,39,83,0.358,0.741,0.313,18,50,1
11/22/2010,21000201,Golden State Warriors,Denver Nuggets,2010,89,0.402,0.813,0.231,16,38,106,0.467,0.923,0.571,24,47,0
11/22/2010,21000202,Los Angeles Clippers,New Orleans Pelicans,2010,99,0.507,0.5,0.316,26,43,95,0.474,0.652,0.3,19,40,1
11/21/2010,21000191,Toronto Raptors,Boston Celtics,2010,102,0.447,0.769,0.267,16,41,101,0.479,0.737,0.385,17,36,1
11/21/2010,21000192,Detroit Pistons,Washington Wizards,2010,115,0.489,0.643,0.467,23,44,110,0.539,0.6,0.263,28,41,1
11/21/2010,21000193,Sacramento Kings,New Orleans Pelicans,2010,71,0.387,0.6,0.308,14,51,75,0.322,0.938,0.333,20,49,0
11/21/2010,21000194,Los Angeles Lakers,Golden State Warriors,2010,117,0.557,0.8,0.409,32,46,89,0.352,0.846,0.15,16,43,1
11/20/2010,21000182,Charlotte Hornets,Phoenix Suns,2010,123,0.575,0.737,0.474,37,41,105,0.459,0.821,0.238,19,34,1
11/20/2010,21000183,Indiana Pacers,Orlando Magic,2010,86,0.393,0.579,0.185,16,51,90,0.449,0.679,0.429,14,42,0
11/20/2010,21000184,Atlanta Hawks,Dallas Mavericks,2010,93,0.481,0.8,0.28,28,37,98,0.476,0.875,0.462,27,40,0
11/20/2010,21000185,Memphis Grizzlies,Miami Heat,2010,97,0.475,0.741,0.091,17,47,95,0.481,0.75,0.455,20,32,1
11/20/2010,21000186,Milwaukee Bucks,Oklahoma City Thunder,2010,81,0.372,0.741,0.167,11,50,82,0.37,0.8,0.571,16,43,0
11/20/2010,21000187,San Antonio Spurs,Cleveland Cavaliers,2010,116,0.531,0.818,0.48,32,38,92,0.475,0.611,0.5,18,38,1
11/20/2010,21000188,Denver Nuggets,Brooklyn Nets,2010,107,0.475,0.75,0.538,24,42,103,0.404,0.806,0.316,16,45,1
11/20/2010,21000189,Portland Trail Blazers,Utah Jazz,2010,94,0.38,0.909,0.182,16,48,103,0.48,1,0.526,26,38,0
11/20/2010,21000190,Los Angeles Clippers,New York Knicks,2010,115,0.544,0.759,0.467,23,38,124,0.461,0.843,0.458,22,32,0
11/19/2010,21000171,Boston Celtics,Oklahoma City Thunder,2010,84,0.485,0.63,0.125,20,31,89,0.431,0.844,0.667,16,37,0
11/19/2010,21000172,Philadelphia 76ers,Milwaukee Bucks,2010,90,0.405,0.857,0.353,20,42,79,0.338,0.871,0,17,43,1
11/19/2010,21000173,Toronto Raptors,Houston Rockets,2010,106,0.488,0.667,0.364,22,44,96,0.436,0.909,0.4,26,37,1
11/19/2010,21000174,Washington Wizards,Memphis Grizzlies,2010,89,0.378,0.857,0.188,14,41,86,0.439,0.556,0.286,19,41,1
11/19/2010,21000175,Miami Heat,Charlotte Hornets,2010,95,0.425,0.815,0.294,14,44,87,0.465,0.773,0.235,21,38,1
11/19/2010,21000176,Minnesota Timberwolves,Los Angeles Lakers,2010,95,0.396,0.81,0.231,20,47,112,0.471,0.846,0.526,30,46,0
11/19/2010,21000177,New Orleans Pelicans,Cleveland Cavaliers,2010,108,0.459,0.767,0.28,22,43,101,0.349,0.941,0.36,19,53,1
11/19/2010,21000178,Utah Jazz,San Antonio Spurs,2010,82,0.419,0.739,0.214,20,31,94,0.439,0.708,0.25,21,46,0
11/19/2010,21000179,Dallas Mavericks,Chicago Bulls,2010,83,0.4,0.72,0.25,22,34,88,0.447,0.652,0.263,17,59,0
11/19/2010,21000180,Sacramento Kings,Brooklyn Nets,2010,86,0.429,0.696,0.364,13,45,81,0.457,0.789,0.182,18,39,1
11/19/2010,21000181,Golden State Warriors,New York Knicks,2010,119,0.516,0.706,0.542,24,33,125,0.571,0.844,0.435,31,43,0
11/18/2010,21000168,Indiana Pacers,Los Angeles Clippers,2010,107,0.506,0.75,0.538,24,47,80,0.333,0.727,0.222,10,42,1
11/18/2010,21000169,Orlando Magic,Phoenix Suns,2010,105,0.541,0.652,0.4,25,37,89,0.456,0.727,0.167,15,34,1
11/18/2010,21000170,Portland Trail Blazers,Denver Nuggets,2010,86,0.4,0.5,0.318,18,48,83,0.385,0.821,0.385,18,35,1
11/17/2010,21000158,Miami Heat,Phoenix Suns,2010,123,0.547,0.88,0.368,29,42,96,0.444,0.73,0.263,19,32,1
11/17/2010,21000159,Philadelphia 76ers,Toronto Raptors,2010,86,0.368,0.75,0.125,15,48,94,0.466,0.828,0.167,20,44,0
11/17/2010,21000160,Boston Celtics,Washington Wizards,2010,114,0.658,0.462,0.615,32,40,83,0.388,0.75,0.273,12,36,1
11/17/2010,21000161,Detroit Pistons,Los Angeles Lakers,2010,90,0.393,0.762,0.25,18,41,103,0.446,0.917,0.438,21,55,0
11/17/2010,21000162,Minnesota Timberwolves,Los Angeles Clippers,2010,113,0.534,0.893,0.526,26,33,111,0.483,0.76,0.348,24,43,1
11/17/2010,21000163,New Orleans Pelicans,Dallas Mavericks,2010,99,0.488,0.688,0.571,23,31,97,0.507,0.87,0.389,27,35,1
11/17/2010,21000164,Oklahoma City Thunder,Houston Rockets,2010,116,0.5,0.862,0.417,26,43,99,0.468,0.71,0.333,18,40,1
11/17/2010,21000165,Utah Jazz,Brooklyn Nets,2010,98,0.402,0.838,0.083,19,44,88,0.376,0.8,0.19,11,57,1
11/17/2010,21000166,San Antonio Spurs,Chicago Bulls,2010,103,0.482,0.682,0.462,24,50,94,0.424,0.714,0.353,17,42,1
11/17/2010,21000167,Sacramento Kings,New York Knicks,2010,106,0.449,0.846,0.267,15,39,113,0.521,0.846,0.4,14,37,0
11/16/2010,21000151,Cleveland Cavaliers,Philadelphia 76ers,2010,101,0.463,0.76,0.4,28,38,93,0.43,0.864,0.462,23,45,1
11/16/2010,21000152,Indiana Pacers,Atlanta Hawks,2010,92,0.443,0.867,0.222,18,42,102,0.5,0.87,0.533,26,30,0
11/16/2010,21000153,Washington Wizards,Toronto Raptors,2010,109,0.563,0.684,0.4,28,47,94,0.407,0.769,0.364,19,36,1
11/16/2010,21000154,Memphis Grizzlies,Portland Trail Blazers,2010,99,0.48,0.741,0.368,20,38,100,0.46,0.867,0.368,25,39,0
11/16/2010,21000155,Milwaukee Bucks,Los Angeles Lakers,2010,107,0.461,0.593,0.375,22,47,118,0.538,0.828,0.625,24,40,0
11/16/2010,21000156,Houston Rockets,Chicago Bulls,2010,92,0.479,0.76,0.333,21,32,95,0.486,0.536,0.667,18,40,0
11/16/2010,21000157,Denver Nuggets,New York Knicks,2010,120,0.488,0.66,0.357,23,44,118,0.439,0.697,0.29,24,51,1
11/15/2010,21000144,Charlotte Hornets,Minnesota Timberwolves,2010,113,0.521,0.75,0.5,25,45,110,0.462,0.652,0.45,21,37,1
11/15/2010,21000145,Orlando Magic,Memphis Grizzlies,2010,89,0.438,0.794,0.353,12,47,72,0.363,0.55,0.214,17,39,1
11/15/2010,21000146,Dallas Mavericks,New Orleans Pelicans,2010,98,0.493,0.704,0.407,21,38,95,0.442,0.667,0.44,20,42,1
11/15/2010,21000147,Phoenix Suns,Denver Nuggets,2010,100,0.427,0.8,0.2,17,43,94,0.416,0.68,0.176,12,52,1
11/15/2010,21000148,Utah Jazz,Oklahoma City Thunder,2010,108,0.506,0.818,0.375,25,34,115,0.507,0.971,0.4,18,39,0
11/15/2010,21000149,Golden State Warriors,Detroit Pistons,2010,101,0.424,0.815,0.389,22,44,97,0.446,0.667,0.368,22,42,1
11/15/2010,21000150,Los Angeles Clippers,Brooklyn Nets,2010,96,0.395,0.737,0.333,16,34,110,0.597,0.947,0.4,32,35,0
11/14/2010,21000139,Atlanta Hawks,Minnesota Timberwolves,2010,111,0.45,0.872,0.455,22,40,105,0.474,0.742,0.381,21,39,1
11/14/2010,21000140,Sacramento Kings,Detroit Pistons,2010,94,0.453,0.667,0.111,14,41,100,0.539,0.789,0.333,18,37,0
11/14/2010,21000141,Oklahoma City Thunder,San Antonio Spurs,2010,104,0.452,0.8,0.308,20,36,117,0.409,0.895,0.55,16,45,0
11/14/2010,21000142,New York Knicks,Houston Rockets,2010,96,0.437,0.708,0.188,15,42,104,0.45,0.722,0.333,28,47,0
11/14/2010,21000143,Los Angeles Lakers,Phoenix Suns,2010,116,0.49,0.765,0.391,30,49,121,0.512,0.684,0.55,31,32,0
11/13/2010,21000130,Charlotte Hornets,Utah Jazz,2010,95,0.443,0.708,0.381,26,43,96,0.443,0.759,0.286,22,40,0
11/13/2010,21000131,Brooklyn Nets,Orlando Magic,2010,90,0.493,0.8,0.444,15,31,91,0.416,0.731,0.32,18,43,0
11/13/2010,21000132,Cleveland Cavaliers,Indiana Pacers,2010,85,0.386,0.826,0.133,15,41,99,0.456,1,0.4,21,42,0
11/13/2010,21000133,Miami Heat,Toronto Raptors,2010,109,0.506,0.722,0.3,18,38,100,0.451,0.724,0.263,17,44,1
11/13/2010,21000134,Chicago Bulls,Washington Wizards,2010,103,0.447,0.765,0.391,24,40,96,0.449,0.5,0.6,25,47,1
11/13/2010,21000135,Memphis Grizzlies,Boston Celtics,2010,110,0.53,0.833,0.222,20,38,116,0.577,0.731,0.583,32,32,0
11/13/2010,21000136,New Orleans Pelicans,Portland Trail Blazers,2010,107,0.481,0.926,0.333,23,40,87,0.407,0.895,0.235,15,38,1
11/13/2010,21000137,Milwaukee Bucks,Golden State Warriors,2010,79,0.337,0.81,0.375,15,58,72,0.341,0.6,0.455,18,42,1
11/13/2010,21000138,San Antonio Spurs,Philadelphia 76ers,2010,116,0.482,0.839,0.444,21,47,93,0.415,0.875,0.444,13,38,1
11/12/2010,21000121,Atlanta Hawks,Utah Jazz,2010,86,0.493,0.524,0.263,23,41,90,0.429,0.737,0.333,25,43,0
11/12/2010,21000122,Indiana Pacers,Houston Rockets,2010,99,0.449,0.769,0.409,20,41,102,0.5,0.68,0.389,17,41,0
11/12/2010,21000123,Orlando Magic,Toronto Raptors,2010,106,0.527,0.552,0.5,23,34,110,0.5,0.774,0.462,20,39,0
11/12/2010,21000124,Washington Wizards,Charlotte Hornets,2010,85,0.419,0.8,0.238,27,30,93,0.493,0.75,0.438,23,48,0
11/12/2010,21000125,Minnesota Timberwolves,New York Knicks,2010,112,0.436,0.762,0.4,22,56,103,0.38,0.88,0.379,22,43,1
11/12/2010,21000126,Dallas Mavericks,Philadelphia 76ers,2010,99,0.443,0.793,0.273,19,47,90,0.446,0.609,0.125,22,42,1
11/12/2010,21000127,Phoenix Suns,Sacramento Kings,2010,103,0.519,0.63,0.333,19,42,89,0.409,0.632,0.278,18,50,1
11/12/2010,21000128,Oklahoma City Thunder,Portland Trail Blazers,2010,110,0.548,0.923,0.5,20,30,108,0.539,0.792,0.467,25,30,1
11/12/2010,21000129,Los Angeles Clippers,Detroit Pistons,2010,107,0.463,0.763,0.2,19,49,113,0.476,0.667,0.611,21,34,0
11/11/2010,21000118,Miami Heat,Boston Celtics,2010,107,0.5,0.78,0.188,18,37,112,0.544,0.68,0.563,24,35,0
11/11/2010,21000119,Chicago Bulls,Golden State Warriors,2010,120,0.548,0.913,0.368,29,46,90,0.411,0.714,0.304,20,39,1
11/11/2010,21000120,Denver Nuggets,Los Angeles Lakers,2010,118,0.489,0.806,0.28,25,43,112,0.408,0.767,0.31,19,50,1
11/10/2010,21000108,Atlanta Hawks,Milwaukee Bucks,2010,91,0.493,0.667,0.385,24,32,108,0.517,0.714,0.533,23,44,0
11/10/2010,21000109,Orlando Magic,Utah Jazz,2010,94,0.43,0.56,0.375,23,41,104,0.5,0.893,0.357,24,35,0
11/10/2010,21000110,Toronto Raptors,Charlotte Hornets,2010,96,0.457,0.76,0.3,23,38,101,0.493,0.818,0.429,23,36,0
11/10/2010,21000111,Washington Wizards,Houston Rockets,2010,98,0.443,0.636,0.462,25,51,91,0.391,0.895,0.3,20,44,1
11/10/2010,21000112,Cleveland Cavaliers,Brooklyn Nets,2010,87,0.442,0.727,0.25,21,40,95,0.415,0.543,0.471,21,48,0
11/10/2010,21000113,New York Knicks,Golden State Warriors,2010,117,0.468,0.884,0.226,17,41,122,0.528,0.719,0.5,23,36,0
